,Machine 1,Machine 2,Machine 3,Machine 4,Machine 5,Machine 6,Machine 7,Machine 8,Machine 9,Machine 10,Choice
2718,0,1,0,0,0,0,1,0,0,1,6
2719,0,0,0,0,0,0,0,0,0,0,2
2720,0,0,0,0,0,0,0,0,0,0,10
2721,0,0,0,0,1,0,0,0,0,0,6
2722,1,0,0,0,1,0,1,0,0,0,7
2723,0,0,0,0,0,0,0,0,0,0,5
2724,1,0,0,1,1,0,0,0,1,0,1
2725,1,0,0,0,0,0,0,0,0,0,9
2726,0,0,0,0,1,0,0,0,0,0,3
2727,0,0,0,0,0,0,1,1,1,0,1
2728,1,0,0,0,0,0,0,0,0,0,5
2729,0,0,0,0,0,0,0,0,0,0,10
2730,1,0,0,0,1,0,0,0,1,0,9
2731,0,0,0,0,0,0,0,1,0,0,1
2732,0,0,0,0,0,0,0,0,0,0,7
2733,0,0,0,0,0,0,0,0,0,0,3
2734,0,1,0,0,1,0,1,0,0,0,2
2735,1,0,0,0,0,0,0,0,1,0,4
2736,0,0,0,1,1,0,1,1,0,0,3
2737,0,0,0,1,0,0,0,0,0,0,6
2738,0,0,0,0,0,0,0,0,0,1,6
2739,0,0,0,1,0,0,0,0,1,1,6
2740,1,0,0,0,1,0,0,0,0,0,10
2741,0,0,1,0,1,0,0,0,0,0,1
2742,0,0,0,0,1,0,0,0,0,0,8
2743,1,0,0,0,0,0,0,0,0,0,5
2744,0,0,0,0,0,0,0,0,0,0,2
2745,0,0,0,0,0,0,1,0,0,0,9
2746,0,0,0,0,0,0,0,0,0,0,10
2747,0,1,0,0,1,0,0,0,0,0,9
2748,0,0,0,0,0,0,0,0,0,0,2
2749,0,0,0,0,0,0,0,0,0,0,6
2750,1,0,0,0,1,0,0,0,0,0,1
2751,0,0,0,0,1,0,0,0,0,0,5
2752,0,0,0,0,0,0,0,0,0,0,9
2753,0,0,0,0,1,0,0,0,0,0,8
2754,0,0,0,0,0,0,0,0,0,0,4
2755,0,0,1,0,0,0,1,0,0,0,6
2756,0,0,0,0,0,0,0,0,0,0,10
2757,0,0,1,0,0,0,0,0,0,0,1
2758,0,0,0,0,0,0,0,0,0,0,1
2759,0,1,0,1,0,0,0,0,0,0,1
2760,0,0,0,0,0,0,1,0,0,0,7
2761,0,0,0,0,1,0,0,0,0,0,5
2762,1,0,0,0,0,0,1,0,0,0,9
2763,1,0,0,0,0,1,0,0,0,0,2
2764,0,0,0,0,1,0,1,0,0,0,4
2765,0,0,0,0,1,0,0,0,0,0,1
2766,0,0,0,0,0,0,0,0,0,0,5
2767,0,0,0,0,0,0,0,0,0,0,3
2768,0,0,0,0,0,0,0,0,0,0,5
2769,0,1,0,0,0,0,1,1,0,0,7
2770,1,0,0,0,0,0,0,1,0,0,2
2771,0,1,0,0,0,0,0,0,0,0,4
2772,0,0,0,1,1,0,0,1,0,0,2
2773,0,0,0,1,1,0,1,0,0,0,6
2774,0,0,0,0,0,0,0,0,0,0,6
2775,1,0,0,0,0,0,0,0,0,0,9
2776,0,0,1,0,0,0,0,1,0,0,1
2777,1,0,0,0,0,0,0,0,0,0,8
2778,1,0,0,0,0,0,0,0,1,0,7
2779,0,0,0,0,1,0,0,1,0,0,8
2780,0,0,0,0,0,0,0,0,0,1,10
2781,0,0,0,0,0,0,0,1,0,0,2
2782,0,0,0,0,0,0,0,0,0,0,2
2783,0,0,0,0,0,0,0,0,0,0,3
2784,0,0,0,0,0,0,0,1,0,0,3
2785,1,0,0,1,1,0,0,0,0,0,3
2786,0,0,1,0,0,0,0,1,0,0,6
2787,1,0,0,0,0,0,0,0,0,0,4
2788,0,0,0,0,0,0,0,0,0,0,7
2789,0,0,0,0,0,0,1,0,1,0,7
2790,0,0,0,0,0,0,0,1,0,1,6
2791,0,0,0,1,1,0,0,1,0,0,10
2792,0,0,0,1,0,0,0,0,0,0,1
2793,0,0,0,0,0,0,0,0,0,0,1
2794,0,0,0,1,1,0,0,0,0,0,9
2795,0,0,0,1,0,0,0,0,0,0,8
2796,1,0,0,0,1,0,0,0,0,0,3
2797,1,0,0,0,0,0,0,0,0,0,1
2798,0,0,0,1,0,0,0,0,0,0,6
2799,0,0,0,0,0,0,1,1,0,0,5
2800,1,0,0,0,0,0,1,1,0,0,1
2801,0,0,0,1,0,0,0,0,0,0,2
2802,0,0,0,0,0,1,0,0,0,0,7
2803,0,0,0,0,1,0,0,1,0,0,7
2804,0,1,0,0,1,0,0,0,0,0,7
2805,0,1,0,0,0,0,0,0,0,0,7
2806,1,0,0,0,0,0,0,0,0,1,7
2807,1,1,1,0,1,0,1,0,0,0,10
2808,0,0,0,0,1,0,0,0,0,0,6
2809,0,0,0,0,0,0,0,0,1,0,3
2810,0,0,0,0,0,0,0,1,0,0,2
2811,0,0,0,1,1,0,0,0,0,0,6
2812,0,0,1,0,0,0,0,1,0,0,6
2813,0,0,0,0,0,0,0,0,1,0,5
2814,1,0,0,0,0,0,0,0,0,0,5
2815,1,0,0,0,0,0,0,0,0,0,1
2816,0,0,0,0,0,0,0,0,0,0,2
2817,1,0,0,0,1,0,0,0,1,0,10
2818,0,0,0,0,0,0,0,0,0,0,4
2819,0,0,0,1,0,0,0,1,0,0,3
2820,0,0,0,0,0,0,0,0,0,0,4
2821,0,0,0,0,0,0,0,0,0,0,3
2822,0,0,0,0,0,0,0,0,0,0,3
2823,1,0,0,0,0,0,0,0,0,0,8
2824,0,0,0,0,0,0,0,0,1,0,6
2825,1,0,0,0,0,0,1,0,0,0,10
2826,0,0,0,0,0,0,0,1,0,0,6
2827,0,0,1,0,0,0,1,0,0,1,4
2828,0,0,0,0,0,0,0,0,0,0,8
2829,0,0,0,0,0,0,1,0,0,0,3
2830,0,0,0,0,0,0,0,0,0,0,10
2831,0,1,0,0,0,0,0,1,0,0,1
2832,0,1,0,0,1,0,0,0,0,0,3
2833,1,1,0,0,0,0,0,1,0,0,5
2834,0,1,0,0,0,0,1,0,0,0,7
2835,0,1,0,0,0,0,0,0,0,0,10
2836,0,0,0,0,0,0,0,0,0,0,4
2837,0,0,0,0,1,0,1,0,1,0,10
2838,1,0,0,0,0,0,0,1,0,0,3
2839,1,0,0,0,0,0,0,1,1,0,7
2840,0,1,0,0,0,0,0,1,0,0,7
2841,0,0,0,0,0,0,0,1,0,0,9
2842,1,0,0,0,0,0,0,0,0,0,8
2843,0,0,1,0,0,0,1,1,0,1,5
2844,0,1,0,0,0,0,0,0,0,0,1
2845,0,0,0,0,1,0,0,1,0,0,10
2846,0,0,0,0,0,0,0,0,0,0,7
2847,0,0,0,0,0,0,0,0,0,0,10
2848,0,0,0,0,0,0,0,0,0,0,3
2849,0,0,0,0,0,0,0,0,0,0,10
2850,0,0,0,0,0,0,0,1,0,0,8
2851,1,0,0,0,1,0,0,0,0,0,7
2852,0,0,0,0,0,0,0,1,1,0,9
2853,0,0,0,0,0,0,0,1,0,0,1
2854,0,0,1,0,1,0,0,1,1,0,2
2855,0,0,0,0,1,0,0,0,0,0,5
2856,0,1,0,0,1,0,0,0,0,1,8
2857,0,0,0,1,0,0,0,0,0,0,10
2858,0,0,0,0,0,0,0,1,1,0,8
2859,1,0,0,0,1,0,0,0,1,0,4
2860,0,1,0,0,0,0,0,0,0,0,7
2861,0,0,0,1,1,0,0,0,0,0,2
2862,0,0,0,0,0,0,0,0,0,0,5
2863,0,0,0,0,1,0,0,0,0,0,3
2864,0,1,0,0,0,0,0,0,1,0,5
2865,0,0,0,0,0,0,0,1,0,0,9
2866,0,1,1,0,0,0,0,0,0,0,4
2867,0,0,0,0,1,0,0,0,0,0,3
2868,0,0,0,0,0,0,1,0,0,0,6
2869,0,0,0,0,0,0,0,0,0,0,1
2870,1,0,0,0,0,0,0,1,0,0,6
2871,0,0,0,0,1,1,0,0,0,0,1
2872,0,1,0,1,0,0,0,0,0,1,6
2873,0,0,0,0,0,1,0,1,0,0,10
2874,0,0,0,1,0,0,0,0,0,0,1
2875,0,0,0,0,0,0,0,0,0,0,9
2876,0,0,0,0,1,0,0,0,1,0,7
2877,0,0,0,1,1,0,0,1,0,0,5
2878,1,0,0,0,0,0,0,0,0,0,9
2879,0,0,0,0,0,0,0,0,0,0,9
2880,0,0,0,0,0,0,0,1,0,0,2
2881,0,0,0,0,0,0,0,0,0,0,6
2882,0,1,0,0,0,0,0,0,0,0,2
2883,0,0,0,0,1,0,0,0,0,0,4
2884,0,0,1,0,0,0,0,1,0,0,2
2885,0,1,0,0,0,0,1,0,0,0,6
2886,0,1,0,0,0,0,0,0,1,0,1
2887,0,1,0,0,1,0,0,1,0,0,3
2888,0,0,1,0,0,0,0,0,0,0,7
2889,0,0,0,0,0,0,0,1,0,0,6
2890,0,0,0,1,0,0,0,0,0,0,4
2891,1,0,0,0,1,0,0,0,0,0,9
2892,0,0,1,0,0,0,0,0,0,0,4
2893,0,0,0,1,0,0,0,0,0,0,3
2894,0,1,0,1,0,0,0,0,0,0,6
2895,0,0,0,0,0,0,1,1,0,0,6
2896,0,0,0,0,0,0,0,0,0,0,9
2897,0,0,0,0,0,0,1,0,0,0,3
2898,0,0,0,0,1,0,0,0,1,0,6
2899,0,0,0,0,0,0,0,0,0,0,7
2900,0,0,0,0,0,0,0,0,0,0,8
2901,0,0,0,1,1,0,0,0,0,0,6
2902,0,0,0,0,0,0,0,0,0,0,3
2903,0,1,0,0,0,0,0,0,1,0,7
2904,0,0,0,0,0,0,0,0,0,1,2
2905,0,0,0,0,1,0,0,0,0,0,7
2906,1,0,0,0,0,0,0,0,1,0,4
2907,0,0,0,1,0,0,0,0,0,1,5
2908,0,0,0,1,0,0,0,1,1,0,5
2909,1,0,0,0,0,0,0,0,0,0,7
2910,0,0,0,0,0,0,0,0,0,0,9
2911,0,0,0,0,1,0,0,0,0,0,4
2912,0,0,0,0,0,0,0,0,0,0,3
2913,0,0,0,0,0,0,0,0,0,0,5
2914,1,0,1,0,0,0,0,0,0,0,6
2915,0,0,0,0,0,0,0,1,0,0,10
2916,0,1,0,0,0,0,0,0,0,0,1
2917,0,0,1,0,0,0,0,0,0,0,3
2918,0,0,0,0,1,0,0,0,0,0,2
2919,0,0,0,0,0,0,0,0,0,0,8
2920,1,0,0,0,0,0,1,0,0,0,6
2921,0,0,0,0,0,0,0,0,0,0,7
2922,0,0,0,0,0,0,0,1,0,0,1
2923,0,1,0,0,0,0,0,0,1,0,5
2924,0,1,0,0,0,0,0,0,0,0,7
2925,0,0,0,1,1,0,0,0,0,0,1
2926,0,0,0,0,0,0,1,0,0,0,7
2927,1,0,0,0,1,0,0,0,1,1,3
2928,0,0,0,0,0,0,0,0,0,0,6
2929,0,0,0,0,0,0,0,0,1,0,4
2930,0,0,0,0,1,0,0,0,0,0,6
2931,0,0,0,0,1,0,0,0,0,0,2
2932,0,0,0,0,0,0,0,0,0,0,7
2933,0,0,0,0,1,0,0,0,0,0,9
2934,0,0,0,0,0,0,0,1,0,0,3
2935,0,0,0,0,0,0,0,0,0,0,8
2936,0,0,0,0,0,0,0,0,0,0,10
2937,0,1,0,0,0,0,0,1,0,0,1
2938,1,0,0,1,0,0,0,1,0,0,4
2939,0,0,0,0,1,0,1,0,0,0,10
2940,0,0,0,1,0,0,1,1,0,0,10
2941,0,0,0,0,1,0,1,0,0,1,9
2942,0,0,0,0,1,0,0,0,0,0,2
2943,0,1,0,1,0,0,1,0,0,0,3
2944,0,0,0,0,0,0,0,1,0,0,7
2945,0,1,0,0,1,0,0,0,1,0,5
2946,0,1,0,0,0,0,1,0,0,0,9
2947,0,0,0,0,0,0,0,0,0,0,2
2948,0,0,0,0,0,0,0,0,0,0,5
2949,0,0,0,0,1,0,0,0,0,0,2
2950,0,0,0,0,1,0,0,1,0,0,10
2951,0,0,0,0,0,0,1,0,1,0,9
2952,1,0,0,0,0,0,0,1,0,0,3
2953,0,0,0,0,0,0,0,0,0,0,3
2954,0,0,0,0,0,0,0,1,1,0,2
2955,0,0,0,0,0,0,0,0,0,0,8
2956,1,1,0,0,0,0,0,1,0,0,9
2957,0,0,1,0,0,0,1,0,0,0,7
2958,0,1,0,0,0,0,1,0,0,0,3
2959,0,0,0,0,0,0,0,0,0,0,7
2960,0,0,0,0,0,0,0,1,0,0,2
2961,0,0,0,0,0,0,0,1,0,0,2
2962,0,0,0,0,1,0,0,1,0,1,4
2963,0,1,0,0,0,0,0,0,0,0,9
2964,0,1,0,0,0,0,0,0,0,0,6
2965,0,0,0,0,0,0,0,0,1,0,10
2966,1,0,0,0,1,0,0,1,0,0,5
2967,0,0,0,0,0,0,0,0,0,0,9
2968,0,0,1,0,0,0,0,0,0,0,1
2969,0,0,0,0,0,0,0,0,0,0,1
2970,0,0,0,0,0,0,0,1,0,0,2
2971,0,0,0,0,0,0,0,0,0,0,4
2972,0,0,0,0,0,0,0,1,0,0,9
2973,0,0,0,0,0,0,0,1,0,0,5
2974,0,0,0,1,0,0,1,0,0,0,9
2975,0,0,0,0,1,0,0,0,0,0,2
2976,0,0,0,0,1,0,0,1,0,0,4
2977,0,0,0,0,0,0,0,0,0,0,10
2978,0,0,1,0,0,0,1,0,0,0,5
2979,0,0,0,0,0,0,0,0,1,0,9
2980,0,0,0,0,0,0,0,0,0,0,1
2981,0,0,0,0,0,0,0,1,0,0,1
2982,0,0,0,0,1,0,0,0,1,0,2
2983,1,0,0,0,0,0,0,0,0,0,9
2984,1,0,0,0,1,0,0,1,0,0,9
2985,0,0,0,0,0,0,0,0,0,0,1
2986,1,1,0,0,1,0,0,0,0,0,2
2987,0,0,0,0,0,0,0,1,0,0,2
2988,0,0,0,1,1,0,0,0,0,0,6
2989,1,0,0,0,0,0,0,1,0,0,10
2990,0,1,0,1,0,0,0,0,0,0,8
2991,0,0,0,0,0,0,0,0,0,1,1
2992,0,0,0,0,0,0,0,0,0,0,9
2993,0,0,0,0,0,0,0,0,0,0,3
2994,0,0,0,0,0,0,0,0,1,0,4
2995,0,0,0,0,0,0,0,0,0,0,2
2996,0,0,1,0,1,0,0,0,0,0,5
2997,0,0,0,0,0,0,1,0,1,1,1
2998,0,0,0,0,0,0,0,0,0,0,10
2999,0,0,1,0,1,0,0,0,0,0,2
3000,0,0,0,0,0,0,0,0,0,0,5
3001,0,0,0,0,0,0,0,0,0,1,3
3002,0,0,0,0,0,0,0,0,0,0,1
3003,0,0,0,1,0,0,0,0,0,0,10
3004,0,0,0,0,1,0,0,0,0,0,6
3005,1,0,0,0,0,0,0,1,0,0,1
3006,1,0,0,0,0,0,0,0,0,0,10
3007,0,0,0,0,0,0,0,1,0,0,10
3008,0,0,0,1,0,0,0,0,0,0,1
3009,1,0,0,0,1,0,1,1,0,0,7
3010,0,0,0,0,1,0,0,0,0,0,8
3011,0,0,0,0,0,0,0,0,0,0,2
3012,0,0,0,0,0,0,0,0,0,0,2
3013,0,0,0,0,1,0,0,0,0,0,6
3014,1,0,0,0,0,0,0,1,0,0,3
3015,0,0,0,1,0,0,0,0,0,0,10
3016,0,0,0,1,0,0,0,0,1,0,7
3017,0,0,0,0,0,0,0,0,0,0,5
3018,0,0,0,0,1,0,1,0,0,0,7
3019,0,0,0,0,1,0,0,0,0,0,2
3020,0,0,0,0,1,0,0,0,1,0,9
3021,0,1,0,0,1,0,0,0,0,0,7
3022,1,0,0,0,0,0,0,0,0,0,8
3023,1,0,0,0,1,0,0,0,0,0,6
3024,0,0,0,0,1,0,0,0,0,0,4
3025,1,0,0,0,0,0,0,1,0,0,8
3026,1,0,0,0,1,0,0,1,0,0,8
3027,0,0,0,0,0,0,0,0,1,0,4
3028,0,0,1,0,0,0,0,1,0,0,3
3029,0,0,0,0,0,0,1,0,0,0,3
3030,0,0,1,1,0,0,0,0,0,0,8
3031,0,0,0,0,0,0,0,1,0,0,9
3032,0,0,0,0,0,0,0,1,0,0,2
3033,0,1,0,0,0,1,1,0,0,0,9
3034,0,0,0,0,0,0,0,1,0,0,7
3035,1,0,0,0,1,0,0,0,0,0,5
3036,0,0,0,0,0,0,0,0,0,0,1
3037,0,0,0,0,0,0,0,0,0,0,10
3038,0,0,0,1,0,0,0,0,0,0,8
3039,0,0,0,0,0,0,0,0,0,0,2
3040,1,0,0,0,0,0,0,1,0,0,9
3041,0,0,0,0,0,0,0,0,0,0,7
3042,0,1,0,0,0,0,0,0,0,0,2
3043,0,0,0,0,0,0,1,0,0,0,4
3044,0,0,1,0,0,0,1,0,0,0,2
3045,0,0,0,1,1,0,0,0,0,0,10
3046,0,0,0,0,1,0,0,0,1,0,3
3047,0,0,0,0,0,0,0,1,0,0,8
3048,0,0,0,0,1,0,1,0,0,0,2
3049,0,0,0,0,0,0,1,0,0,0,3
3050,0,0,0,0,1,0,0,0,0,0,4
3051,0,0,0,0,0,0,0,0,0,0,1
3052,0,0,0,0,0,0,0,0,0,0,4
3053,0,0,1,0,0,0,1,0,0,0,1
3054,0,0,0,0,1,0,0,0,0,0,3
3055,0,0,0,0,0,0,1,0,0,0,5
3056,0,0,0,0,0,0,0,1,0,0,3
3057,0,0,0,0,1,0,1,1,0,0,8
3058,0,0,0,0,0,0,0,0,0,0,2
3059,0,1,0,0,1,0,0,0,0,1,9
3060,0,1,0,0,0,0,0,0,0,0,8
3061,0,1,0,0,0,0,0,0,0,0,6
3062,1,1,0,0,0,0,0,1,0,0,10
3063,0,0,1,0,0,0,0,0,0,0,1
3064,1,0,0,0,0,0,0,0,0,0,2
3065,1,0,0,0,0,0,0,0,1,0,1
3066,0,0,0,0,0,0,0,0,0,0,6
3067,0,0,0,0,1,0,1,0,0,0,2
3068,0,0,0,0,0,0,0,0,0,0,2
3069,1,0,0,0,0,0,0,0,0,0,7
3070,0,0,0,0,0,0,0,1,0,1,8
3071,1,0,0,0,0,0,0,0,0,0,6
3072,0,1,0,0,0,0,0,0,0,0,5
3073,0,0,0,0,1,0,0,0,0,0,5
3074,1,0,1,0,1,0,0,0,0,0,4
3075,1,0,0,1,0,0,1,1,0,0,10
3076,0,0,0,0,0,0,0,0,0,0,9
3077,0,0,0,0,0,0,0,1,0,0,10
3078,0,0,0,0,0,0,0,0,0,0,8
3079,0,1,0,0,0,0,0,0,0,0,6
3080,0,1,1,0,0,0,0,0,0,0,6
3081,0,0,0,0,0,0,0,0,0,0,8
3082,0,0,0,0,0,0,1,0,1,0,9
3083,1,0,0,0,0,0,0,0,0,0,6
3084,0,0,0,0,1,0,0,0,0,0,4
3085,0,1,0,1,0,0,0,0,0,0,1
3086,0,0,0,1,0,0,0,0,0,0,6
3087,1,0,0,0,1,0,0,0,0,1,8
3088,0,0,1,0,0,0,0,0,0,0,8
3089,0,0,0,0,1,0,0,0,0,0,1
3090,0,0,0,0,0,0,0,0,0,0,3
3091,0,0,0,0,1,0,0,1,1,0,5
3092,0,0,0,0,0,0,0,0,0,0,8
3093,0,0,0,0,1,0,1,0,0,0,2
3094,0,0,1,0,0,0,0,0,0,0,6
3095,0,0,0,0,0,0,0,1,0,0,8
3096,0,0,0,0,1,0,0,0,0,0,7
3097,0,1,0,1,0,0,1,1,1,0,7
3098,1,0,0,0,0,0,1,0,0,0,7
3099,0,0,0,0,0,0,0,0,0,0,2
3100,0,0,1,0,0,0,0,0,0,1,10
3101,0,0,0,0,0,0,0,0,0,0,10
3102,0,0,0,0,0,0,0,0,0,0,10
3103,0,0,0,0,0,0,0,1,0,0,5
3104,0,0,1,0,0,0,0,0,0,0,7
3105,1,0,0,0,0,0,0,1,0,0,2
3106,0,1,1,0,0,0,1,1,0,0,3
3107,0,0,0,0,0,0,0,1,0,0,4
3108,1,0,0,0,1,0,0,0,0,0,3
3109,1,0,1,1,0,0,1,1,0,0,6
3110,0,0,0,0,0,0,0,0,0,0,1
3111,0,0,0,1,1,0,0,0,0,0,5
3112,0,1,0,0,0,0,0,0,0,0,9
3113,0,0,0,0,0,0,1,0,0,0,4
3114,0,0,0,0,1,0,0,1,0,0,5
3115,0,0,0,0,1,0,0,1,0,0,4
3116,0,0,0,0,0,0,1,0,0,1,3
3117,0,0,0,0,1,0,1,0,0,0,3
3118,0,0,0,0,1,0,0,0,1,0,5
3119,0,1,0,0,0,0,1,0,0,0,1
3120,0,1,0,0,0,0,0,1,0,0,3
3121,0,0,0,0,1,0,0,0,0,0,3
3122,0,0,0,0,1,0,0,0,0,0,10
3123,0,0,0,1,0,0,0,0,0,0,2
3124,0,0,0,0,1,0,0,0,0,0,8
3125,0,0,0,1,0,0,0,0,0,0,5
3126,1,0,0,0,0,0,1,0,0,0,3
3127,0,0,0,0,0,0,1,0,0,0,4
3128,1,1,0,0,0,0,0,0,0,0,10
3129,0,0,0,0,1,0,0,0,0,0,2
3130,0,0,0,0,1,0,0,0,0,0,8
3131,0,0,0,0,1,0,0,0,0,0,10
3132,0,0,0,0,0,0,0,0,0,0,2
3133,0,0,0,0,0,0,0,0,0,0,2
3134,0,0,0,0,0,0,0,1,0,0,2
3135,1,0,0,0,0,0,0,0,0,0,6
3136,0,0,0,0,0,0,0,0,0,0,9
3137,0,0,0,1,0,0,0,0,0,0,6
3138,0,1,0,0,0,0,0,0,0,0,7
3139,1,0,0,0,0,0,0,0,0,1,5
3140,0,1,0,0,1,0,0,0,1,0,1
3141,0,0,1,0,0,0,0,1,0,0,3
3142,0,0,0,0,0,0,0,0,0,0,3
3143,0,0,1,0,0,1,0,0,1,0,7
3144,0,0,0,0,0,0,0,1,0,0,3
3145,0,0,0,0,0,0,0,0,0,0,6
3146,0,0,0,0,1,0,1,0,0,0,1
3147,0,0,0,0,1,0,0,0,0,0,6
3148,0,0,0,0,0,0,0,0,0,0,6
3149,0,1,1,1,1,0,1,0,0,0,7
3150,0,0,0,0,0,0,0,1,0,0,7
3151,0,0,1,0,0,0,0,0,0,0,9
3152,0,0,0,0,0,0,0,1,0,0,1
3153,1,0,0,0,1,0,0,0,0,0,10
3154,0,0,0,0,0,0,0,0,0,0,3
3155,0,0,0,0,0,0,0,0,0,0,8
3156,0,0,0,0,0,0,0,0,0,0,1
3157,1,0,0,0,0,0,0,1,0,0,6
3158,0,0,0,0,1,0,0,0,0,0,2
3159,0,0,0,0,0,0,0,1,1,0,3
3160,0,0,1,0,0,0,0,0,0,0,9
3161,1,0,0,0,0,0,0,0,0,0,3
3162,0,0,0,0,0,0,0,1,1,0,6
3163,0,0,0,0,0,0,0,0,0,0,1
3164,0,0,0,0,0,0,0,1,0,0,2
3165,1,1,0,1,0,0,1,1,0,0,6
3166,0,0,0,0,0,0,0,0,0,0,8
3167,0,0,0,0,1,0,1,0,0,0,1
3168,0,0,1,0,1,0,0,0,0,0,3
3169,0,0,0,0,0,0,0,0,0,0,9
3170,0,0,0,0,1,0,0,0,0,0,7
3171,0,0,0,0,0,0,0,0,1,0,3
3172,0,0,0,0,1,0,0,1,0,0,9
3173,0,0,0,0,0,0,0,0,0,0,9
3174,0,0,0,0,0,0,0,0,0,0,2
3175,0,0,0,0,0,0,0,1,0,0,9
3176,0,0,0,0,0,0,0,0,0,0,2
3177,0,0,0,0,0,0,0,0,0,0,8
3178,0,0,0,0,0,0,0,0,0,0,10
3179,0,1,0,0,0,0,0,0,0,0,5
3180,0,0,0,0,0,0,0,0,0,0,5
3181,0,0,0,0,0,0,0,1,0,0,4
3182,1,0,0,0,1,0,0,1,0,0,6
3183,0,0,0,0,0,0,0,0,0,0,4
3184,0,0,0,0,0,0,0,0,0,0,10
3185,0,0,0,0,0,0,0,0,0,0,9
3186,0,1,0,0,1,0,0,0,0,0,9
3187,0,0,0,0,1,0,0,0,0,0,6
3188,1,1,0,0,0,0,0,1,0,0,2
3189,0,0,0,0,0,0,0,0,0,0,10
3190,0,0,0,0,0,0,0,0,0,0,5
3191,0,0,0,0,1,0,0,1,0,0,2
3192,0,0,0,1,0,0,0,1,1,0,4
3193,0,0,0,0,0,0,0,0,0,0,1
3194,0,0,0,0,1,0,0,0,0,0,5
3195,0,0,0,0,0,0,0,1,1,0,4
3196,0,0,0,0,0,0,1,0,0,0,3
3197,0,1,0,1,1,0,0,1,0,0,9
3198,0,0,0,0,0,0,0,0,0,0,7
3199,1,0,0,0,0,0,0,0,1,0,6
3200,0,0,0,0,0,0,1,0,0,0,2
3201,0,0,1,1,0,0,0,1,0,0,9
3202,0,0,0,0,1,1,0,0,0,0,9
3203,0,0,1,0,1,0,0,0,1,0,3
3204,1,0,1,0,1,0,1,1,0,0,6
3205,0,0,0,0,0,0,0,0,0,0,3
3206,0,0,0,0,1,0,0,0,0,0,7
3207,1,0,0,0,1,0,0,0,0,0,1
3208,0,0,0,0,0,0,0,0,1,0,7
3209,1,0,0,0,1,0,0,0,0,0,4
3210,0,0,0,0,0,0,0,0,0,1,2
3211,0,0,0,0,1,0,0,0,0,0,9
3212,0,1,0,1,0,0,0,0,0,0,5
3213,0,0,0,0,1,0,0,0,0,1,10
3214,1,0,0,0,0,0,1,0,0,0,9
3215,1,0,0,0,1,0,0,1,0,0,3
3216,1,0,0,0,1,0,0,0,0,0,9
3217,0,0,0,0,0,0,0,1,0,0,10
3218,0,0,0,0,1,0,0,0,0,0,7
3219,0,0,0,0,1,0,0,0,0,0,4
3220,0,0,0,0,0,0,0,1,0,0,8
3221,0,0,0,1,0,0,0,0,0,0,10
3222,1,0,0,0,0,0,0,1,0,0,8
3223,0,0,0,0,1,0,0,0,0,1,2
3224,0,0,0,0,0,0,1,0,0,0,9
3225,0,0,0,0,0,0,0,0,0,0,5
3226,0,0,0,0,0,0,0,0,0,0,6
3227,0,0,0,0,0,0,0,1,0,0,3
3228,1,0,0,0,0,0,0,0,0,0,4
3229,1,0,0,0,0,0,0,1,0,0,7
3230,1,0,0,0,1,0,0,0,0,1,9
3231,0,0,0,0,0,0,0,0,0,0,1
3232,0,0,0,0,1,0,0,0,0,0,9
3233,0,0,0,0,0,0,0,0,0,0,6
3234,0,0,0,0,0,0,0,0,0,0,2
3235,0,0,0,0,0,0,0,0,0,0,9
3236,0,0,0,0,0,0,0,0,0,0,8
3237,0,0,0,0,0,0,0,0,0,0,7
3238,0,0,0,0,0,0,0,1,0,0,5
3239,0,0,0,0,1,0,0,1,0,0,1
3240,0,0,0,0,1,0,0,0,0,0,8
3241,0,0,0,0,1,0,0,0,0,0,4
3242,1,0,0,0,1,0,0,0,0,0,8
3243,0,0,0,0,0,0,0,0,0,0,8
3244,0,0,0,0,0,0,0,0,0,0,2
3245,1,0,0,0,1,0,0,0,0,0,4
3246,0,0,0,0,0,0,0,0,0,0,7
3247,1,0,0,1,0,0,0,0,0,0,8
3248,0,1,0,0,0,0,0,0,0,0,5
3249,0,0,0,0,0,0,0,1,0,0,10
3250,0,0,0,0,0,0,0,0,0,0,7
3251,1,0,1,1,0,0,0,0,0,0,2
3252,0,0,0,0,0,1,0,0,0,0,2
3253,0,0,0,1,0,0,0,0,0,0,7
3254,0,1,0,0,1,0,0,0,0,0,7
3255,0,1,0,0,0,0,0,1,0,0,9
3256,1,0,0,0,0,0,0,0,0,0,10
3257,0,0,0,0,0,0,0,0,0,0,8
3258,0,1,0,0,1,0,0,0,0,0,2
3259,0,0,0,0,1,0,0,0,1,0,4
3260,0,0,0,0,0,0,0,0,0,0,3
3261,0,0,0,0,0,0,0,0,0,0,3
3262,0,0,0,0,0,0,0,0,0,0,9
3263,0,0,0,0,1,0,0,0,0,0,6
3264,0,0,0,0,0,0,0,0,0,0,3
3265,0,0,0,1,0,0,0,0,0,0,5
3266,1,0,0,0,0,0,0,0,0,1,6
3267,1,0,0,0,1,0,0,1,0,0,8
3268,0,0,0,0,0,0,0,1,0,0,8
3269,0,1,0,1,0,0,1,0,0,1,4
3270,0,0,0,0,0,0,0,0,0,0,1
3271,1,0,0,0,0,0,0,0,0,0,2
3272,0,0,0,0,0,0,0,0,0,0,5
3273,0,0,1,0,1,0,0,0,0,0,7
3274,0,0,0,0,0,0,0,0,0,0,3
